Edges in the graph (u, v, w):
(60, 67, 24)
(60, 99, 29)
(60, 75, 20)
(60, 98, 12)
(60, 84, 2)
(60, 72, 14)
(60, 62, 13)
(60, 80, 42)
(60, 61, 41)
(60, 89, 42)
(60, 77, 18)
(60, 93, 39)
(60, 92, 3)
(60, 70, 31)
(60, 87, 12)
(60, 64, 45)
(61, 76, 3)
(61, 97, 43)
(61, 78, 49)
(61, 86, 29)
(61, 74, 1)
(61, 62, 13)
(61, 93, 23)
(61, 92, 20)
(61, 65, 49)
(61, 71, 13)
(61, 69, 46)
(61, 68, 20)
(61, 66, 41)
(61, 72, 36)
(61, 83, 27)
(61, 88, 6)
(61, 98, 4)
(61, 77, 34)
(61, 67, 25)
(61, 70, 14)
(61, 63, 10)
(61, 95, 24)
(61, 99, 24)
(61, 87, 46)
(61, 84, 22)
(61, 85, 46)
(61, 82, 49)
(61, 90, 32)
(61, 75, 28)
(61, 81, 23)
(61, 96, 10)
(61, 64, 44)
(61, 91, 33)
(61, 73, 35)
(61, 89, 38)
(61, 94, 36)
(61, 80, 3)
(61, 79, 45)
(62, 82, 3)
(62, 66, 44)
(62, 96, 22)
(62, 83, 49)
(62, 92, 50)
(62, 88, 33)
(62, 79, 30)
(62, 72, 13)
(62, 81, 43)
(62, 94, 44)
(62, 86, 18)
(62, 95, 36)
(62, 71, 14)
(62, 65, 19)
(62, 78, 35)
(62, 68, 38)
(62, 99, 47)
(62, 90, 9)
(62, 74, 5)
(62, 93, 28)
(62, 69, 4)
(62, 63, 46)
(62, 76, 42)
(62, 75, 18)
(62, 89, 15)
(62, 73, 43)
(62, 67, 6)
(62, 97, 14)
(62, 84, 7)
(62, 87, 21)
(62, 98, 44)
(62, 77, 35)
(62, 85, 25)
(62, 91, 21)
(62, 70, 32)
(62, 64, 10)
(62, 80, 38)
(63, 79, 33)
(63, 85, 12)
(63, 82, 31)
(63, 86, 15)
(63, 90, 2)
(63, 75, 10)
(63, 78, 9)
(63, 67, 37)
(63, 83, 40)
(63, 64, 23)
(63, 68, 42)
(63, 71, 7)
(63, 74, 6)
(63, 98, 37)
(63, 99, 50)
(63, 93, 31)
(63, 97, 36)
(63, 73, 18)
(63, 69, 9)
(63, 92, 44)
(63, 87, 37)
(63, 72, 42)
(63, 76, 2)
(63, 91, 39)
(63, 95, 2)
(63, 80, 16)
(63, 70, 6)
(63, 66, 48)
(63, 89, 1)
(63, 81, 22)
(63, 77, 38)
(63, 94, 41)
(63, 84, 19)
(63, 96, 23)
(63, 65, 22)
(63, 88, 41)
(64, 76, 44)
(64, 83, 14)
(64, 70, 32)
(64, 72, 37)
(64, 65, 32)
(64, 92, 45)
(64, 85, 22)
(64, 66, 14)
(64, 99, 12)
(64, 73, 50)
(64, 67, 3)
(64, 97, 38)
(64, 84, 38)
(64, 71, 10)
(64, 90, 13)
(64, 87, 7)
(64, 93, 23)
(64, 79, 1)
(64, 75, 36)
(64, 82, 23)
(64, 95, 48)
(64, 77, 21)
(64, 68, 30)
(64, 98, 39)
(64, 89, 15)
(64, 78, 5)
(64, 94, 45)
(64, 81, 40)
(64, 74, 45)
(64, 80, 32)
(64, 69, 33)
(64, 88, 36)
(64, 96, 5)
(64, 86, 5)
(64, 91, 37)
(65, 77, 17)
(65, 71, 35)
(65, 75, 23)
(65, 98, 11)
(65, 86, 28)
(65, 96, 16)
(65, 76, 9)
(65, 72, 26)
(65, 92, 25)
(65, 89, 30)
(65, 67, 24)
(65, 94, 7)
(65, 74, 36)
(65, 81, 5)
(65, 93, 5)
(65, 79, 30)
(65, 95, 2)
(65, 78, 43)
(65, 70, 1)
(65, 66, 9)
(65, 97, 21)
(65, 90, 43)
(65, 84, 11)
(65, 91, 46)
(65, 68, 29)
(65, 88, 15)
(65, 99, 9)
(65, 73, 21)
(65, 69, 45)
(65, 82, 27)
(65, 85, 22)
(65, 87, 5)
(65, 83, 25)
(65, 80, 16)
(66, 88, 24)
(66, 80, 39)
(66, 74, 31)
(66, 98, 9)
(66, 67, 14)
(66, 72, 28)
(66, 76, 18)
(66, 89, 11)
(66, 99, 23)
(66, 77, 17)
(66, 96, 13)
(66, 87, 5)
(66, 82, 3)
(66, 75, 45)
(66, 94, 34)
(66, 84, 44)
(66, 97, 48)
(66, 85, 35)
(66, 79, 30)
(66, 70, 8)
(66, 83, 8)
(66, 91, 35)
(66, 81, 41)
(66, 78, 15)
(66, 73, 19)
(66, 95, 23)
(66, 86, 20)
(66, 90, 20)
(66, 68, 35)
(66, 93, 34)
(66, 92, 21)
(66, 71, 32)
(66, 69, 19)
(67, 89, 30)
(67, 79, 1)
(67, 71, 5)
(67, 75, 27)
(67, 69, 29)
(67, 95, 9)
(67, 70, 13)
(67, 97, 35)
(67, 76, 38)
(67, 82, 31)
(67, 74, 34)
(67, 94, 17)
(67, 78, 9)
(67, 83, 4)
(67, 77, 12)
(67, 88, 46)
(67, 91, 29)
(67, 72, 25)
(67, 86, 14)
(67, 73, 22)
(67, 68, 29)
(67, 87, 22)
(67, 96, 3)
(67, 84, 31)
(67, 98, 28)
(67, 85, 3)
(67, 81, 1)
(67, 99, 44)
(67, 80, 14)
(67, 90, 46)
(67, 93, 31)
(67, 92, 22)
(68, 89, 24)
(68, 79, 43)
(68, 91, 2)
(68, 87, 38)
(68, 72, 1)
(68, 97, 20)
(68, 95, 16)
(68, 74, 13)
(68, 73, 8)
(68, 88, 27)
(68, 81, 17)
(68, 69, 27)
(68, 82, 11)
(68, 80, 2)
(68, 77, 12)
(68, 71, 26)
(68, 70, 40)
(68, 98, 10)
(68, 94, 30)
(68, 83, 45)
(68, 99, 50)
(68, 85, 18)
(68, 96, 49)
(68, 93, 30)
(68, 90, 46)
(68, 92, 30)
(68, 76, 43)
(68, 86, 36)
(68, 84, 40)
(68, 78, 23)
(68, 75, 8)
(69, 88, 13)
(69, 84, 4)
(69, 85, 17)
(69, 75, 5)
(69, 82, 15)
(69, 93, 7)
(69, 77, 37)
(69, 83, 4)
(69, 86, 11)
(69, 90, 5)
(69, 97, 10)
(69, 72, 16)
(69, 99, 33)
(69, 91, 18)
(69, 94, 18)
(69, 96, 31)
(69, 89, 12)
(69, 79, 17)
(69, 78, 22)
(69, 80, 2)
(69, 74, 14)
(69, 73, 34)
(69, 98, 9)
(69, 87, 21)
(69, 71, 15)
(69, 76, 10)
(69, 81, 26)
(69, 70, 39)
(69, 95, 48)
(69, 92, 38)
(70, 85, 45)
(70, 96, 8)
(70, 93, 3)
(70, 72, 17)
(70, 75, 30)
(70, 74, 20)
(70, 81, 48)
(70, 88, 41)
(70, 91, 12)
(70, 71, 13)
(70, 78, 2)
(70, 84, 33)
(70, 73, 32)
(70, 82, 48)
(70, 77, 10)
(70, 98, 17)
(70, 97, 6)
(70, 94, 11)
(70, 95, 17)
(70, 83, 29)
(70, 79, 39)
(70, 99, 46)
(70, 89, 27)
(70, 86, 20)
(70, 87, 43)
(70, 90, 21)
(70, 80, 32)
(70, 92, 46)
(70, 76, 27)
(71, 72, 6)
(71, 95, 13)
(71, 84, 23)
(71, 96, 45)
(71, 99, 28)
(71, 92, 47)
(71, 85, 29)
(71, 76, 24)
(71, 87, 15)
(71, 89, 4)
(71, 80, 33)
(71, 86, 43)
(71, 81, 48)
(71, 78, 24)
(71, 97, 9)
(71, 93, 50)
(71, 75, 44)
(71, 77, 38)
(71, 79, 13)
(71, 88, 37)
(71, 82, 7)
(71, 98, 32)
(71, 74, 33)
(71, 83, 35)
(71, 91, 33)
(71, 73, 6)
(71, 90, 43)
(71, 94, 31)
(72, 73, 23)
(72, 89, 44)
(72, 75, 30)
(72, 98, 46)
(72, 86, 42)
(72, 74, 26)
(72, 88, 13)
(72, 96, 17)
(72, 85, 4)
(72, 82, 13)
(72, 81, 39)
(72, 78, 25)
(72, 84, 9)
(72, 87, 37)
(72, 91, 11)
(72, 83, 33)
(72, 93, 21)
(72, 80, 50)
(72, 77, 50)
(72, 95, 38)
(72, 79, 44)
(72, 76, 33)
(72, 94, 25)
(72, 97, 30)
(72, 92, 20)
(72, 99, 23)
(72, 90, 26)
(73, 78, 5)
(73, 94, 10)
(73, 74, 30)
(73, 79, 8)
(73, 76, 1)
(73, 80, 13)
(73, 99, 29)
(73, 93, 37)
(73, 88, 47)
(73, 84, 20)
(73, 96, 26)
(73, 97, 1)
(73, 95, 3)
(73, 83, 5)
(73, 98, 1)
(73, 86, 5)
(73, 89, 49)
(73, 82, 21)
(73, 90, 36)
(73, 77, 16)
(73, 91, 35)
(73, 87, 24)
(73, 92, 31)
(73, 81, 1)
(73, 75, 4)
(73, 85, 5)
(74, 95, 31)
(74, 99, 24)
(74, 85, 22)
(74, 86, 44)
(74, 82, 35)
(74, 76, 42)
(74, 83, 8)
(74, 89, 2)
(74, 84, 8)
(74, 93, 42)
(74, 75, 15)
(74, 87, 42)
(74, 97, 50)
(74, 77, 37)
(74, 88, 44)
(74, 81, 43)
(74, 92, 5)
(74, 78, 34)
(74, 96, 36)
(74, 91, 7)
(74, 98, 34)
(74, 94, 10)
(74, 90, 23)
(74, 80, 23)
(74, 79, 31)
(75, 96, 25)
(75, 85, 18)
(75, 90, 10)
(75, 88, 46)
(75, 99, 13)
(75, 79, 1)
(75, 78, 3)
(75, 83, 30)
(75, 80, 36)
(75, 84, 38)
(75, 86, 21)
(75, 93, 2)
(75, 77, 35)
(75, 92, 17)
(75, 89, 39)
(75, 82, 5)
(75, 81, 22)
(75, 87, 3)
(75, 76, 49)
(75, 95, 17)
(75, 97, 13)
(75, 94, 13)
(75, 91, 46)
(75, 98, 49)
(76, 99, 7)
(76, 84, 17)
(76, 92, 31)
(76, 97, 5)
(76, 77, 3)
(76, 88, 38)
(76, 89, 16)
(76, 80, 18)
(76, 96, 17)
(76, 90, 25)
(76, 85, 27)
(76, 91, 26)
(76, 82, 46)
(76, 87, 29)
(76, 86, 5)
(76, 83, 10)
(76, 78, 1)
(76, 81, 13)
(76, 95, 1)
(76, 93, 24)
(76, 79, 10)
(76, 94, 49)
(76, 98, 37)
(77, 91, 8)
(77, 80, 31)
(77, 94, 30)
(77, 99, 15)
(77, 97, 46)
(77, 85, 40)
(77, 90, 28)
(77, 84, 3)
(77, 92, 1)
(77, 87, 13)
(77, 78, 25)
(77, 82, 45)
(77, 79, 16)
(77, 83, 7)
(77, 89, 32)
(77, 96, 19)
(77, 86, 7)
(77, 95, 33)
(77, 93, 28)
(77, 88, 46)
(77, 98, 27)
(77, 81, 19)
(78, 98, 32)
(78, 88, 50)
(78, 85, 23)
(78, 96, 3)
(78, 94, 12)
(78, 91, 33)
(78, 89, 36)
(78, 81, 15)
(78, 82, 37)
(78, 95, 47)
(78, 93, 43)
(78, 97, 25)
(78, 87, 3)
(78, 84, 25)
(78, 79, 35)
(78, 80, 23)
(78, 86, 43)
(78, 92, 41)
(78, 90, 23)
(78, 83, 11)
(78, 99, 32)
(79, 85, 10)
(79, 84, 4)
(79, 98, 25)
(79, 90, 37)
(79, 95, 46)
(79, 89, 31)
(79, 83, 45)
(79, 86, 42)
(79, 81, 24)
(79, 87, 13)
(79, 93, 6)
(79, 96, 13)
(79, 92, 32)
(79, 80, 9)
(79, 91, 3)
(79, 99, 29)
(79, 88, 19)
(79, 82, 24)
(79, 97, 20)
(79, 94, 18)
(80, 89, 48)
(80, 92, 39)
(80, 91, 35)
(80, 85, 6)
(80, 94, 25)
(80, 83, 39)
(80, 90, 20)
(80, 88, 2)
(80, 95, 8)
(80, 93, 25)
(80, 87, 9)
(80, 81, 1)
(80, 96, 30)
(80, 86, 14)
(80, 98, 46)
(80, 99, 28)
(80, 84, 44)
(80, 82, 31)
(80, 97, 28)
(81, 99, 18)
(81, 82, 26)
(81, 93, 14)
(81, 96, 28)
(81, 87, 24)
(81, 89, 42)
(81, 90, 41)
(81, 94, 17)
(81, 91, 8)
(81, 86, 46)
(81, 84, 6)
(81, 95, 26)
(81, 88, 21)
(81, 97, 1)
(81, 98, 18)
(81, 85, 12)
(81, 92, 41)
(81, 83, 48)
(82, 99, 8)
(82, 87, 1)
(82, 86, 13)
(82, 97, 46)
(82, 84, 31)
(82, 92, 44)
(82, 93, 40)
(82, 98, 32)
(82, 85, 5)
(82, 94, 38)
(82, 91, 36)
(82, 83, 17)
(82, 89, 31)
(82, 95, 8)
(82, 90, 24)
(82, 88, 16)
(82, 96, 38)
(83, 97, 33)
(83, 84, 24)
(83, 94, 15)
(83, 95, 44)
(83, 93, 46)
(83, 99, 23)
(83, 91, 37)
(83, 89, 32)
(83, 87, 22)
(83, 85, 17)
(83, 96, 28)
(83, 86, 48)
(83, 90, 12)
(83, 88, 12)
(83, 98, 48)
(83, 92, 48)
(84, 92, 23)
(84, 88, 11)
(84, 90, 45)
(84, 87, 2)
(84, 86, 41)
(84, 96, 29)
(84, 93, 43)
(84, 85, 42)
(84, 98, 39)
(84, 94, 17)
(84, 89, 14)
(84, 97, 44)
(84, 99, 5)
(84, 95, 41)
(84, 91, 9)
(85, 97, 20)
(85, 93, 32)
(85, 94, 20)
(85, 89, 39)
(85, 96, 20)
(85, 90, 13)
(85, 95, 14)
(85, 98, 33)
(85, 86, 32)
(85, 92, 9)
(85, 91, 15)
(85, 87, 2)
(85, 88, 18)
(85, 99, 24)
(86, 93, 31)
(86, 87, 35)
(86, 98, 14)
(86, 94, 43)
(86, 89, 13)
(86, 99, 20)
(86, 96, 33)
(86, 95, 46)
(86, 88, 21)
(86, 91, 14)
(86, 90, 18)
(86, 97, 28)
(86, 92, 24)
(87, 97, 5)
(87, 96, 29)
(87, 93, 33)
(87, 95, 29)
(87, 90, 47)
(87, 98, 47)
(87, 91, 5)
(87, 94, 7)
(87, 89, 26)
(87, 88, 31)
(87, 92, 30)
(87, 99, 6)
(88, 93, 2)
(88, 90, 6)
(88, 96, 44)
(88, 91, 28)
(88, 94, 4)
(88, 95, 32)
(88, 97, 14)
(88, 98, 21)
(88, 92, 12)
(88, 89, 33)
(88, 99, 7)
(89, 90, 50)
(89, 99, 14)
(89, 97, 11)
(89, 93, 31)
(89, 92, 28)
(89, 98, 40)
(89, 94, 20)
(89, 91, 48)
(89, 95, 4)
(89, 96, 14)
(90, 91, 31)
(90, 98, 32)
(90, 95, 24)
(90, 96, 11)
(90, 93, 18)
(90, 94, 5)
(90, 99, 23)
(90, 92, 33)
(90, 97, 24)
(91, 99, 20)
(91, 98, 14)
(91, 95, 28)
(91, 93, 8)
(91, 97, 6)
(91, 94, 46)
(91, 96, 42)
(91, 92, 34)
(92, 93, 23)
(92, 97, 1)
(92, 94, 44)
(92, 99, 46)
(92, 96, 49)
(92, 95, 26)
(92, 98, 45)
(93, 99, 32)
(93, 96, 4)
(93, 94, 48)
(93, 95, 49)
(93, 98, 25)
(93, 97, 3)
(94, 95, 2)
(94, 99, 12)
(94, 97, 27)
(94, 96, 48)
(94, 98, 36)
(95, 96, 11)
(95, 98, 24)
(95, 99, 50)
(95, 97, 47)
(96, 98, 42)
(96, 97, 27)
(96, 99, 24)
(97, 99, 7)
(97, 98, 17)
(98, 99, 50)
