Edges in the graph (u, v, w):
(240, 733, 24)
(240, 498, 29)
(240, 254, 20)
(240, 292, 12)
(240, 750, 2)
(240, 518, 14)
(240, 564, 13)
(240, 333, 42)
(240, 632, 41)
(240, 563, 42)
(241, 472, 18)
(241, 478, 39)
(241, 609, 3)
(241, 504, 31)
(241, 386, 12)
(241, 566, 45)
(241, 718, 3)
(241, 756, 43)
(241, 915, 49)
(241, 860, 29)
(241, 286, 1)
(242, 959, 13)
(242, 367, 23)
(242, 570, 20)
(242, 950, 49)
(242, 913, 13)
(242, 612, 46)
(242, 379, 20)
(242, 779, 41)
(242, 825, 36)
(242, 654, 27)
(242, 699, 6)
(243, 479, 4)
(243, 255, 34)
(243, 293, 25)
(243, 849, 14)
(243, 933, 10)
(243, 859, 24)
(243, 679, 24)
(243, 429, 46)
(243, 748, 22)
(243, 528, 46)
(243, 550, 49)
(243, 475, 32)
(244, 591, 28)
(244, 842, 23)
(244, 499, 10)
(244, 888, 44)
(244, 589, 33)
(244, 434, 35)
(244, 453, 38)
(244, 264, 36)
(244, 849, 3)
(244, 743, 45)
(244, 944, 3)
(245, 744, 44)
(245, 755, 22)
(245, 956, 49)
(245, 450, 50)
(245, 950, 33)
(245, 742, 30)
(245, 687, 13)
(245, 264, 43)
(245, 884, 44)
(245, 704, 18)
(245, 777, 36)
(245, 847, 14)
(246, 412, 19)
(246, 643, 35)
(246, 802, 38)
(246, 792, 47)
(246, 901, 9)
(246, 624, 5)
(246, 520, 28)
(246, 872, 4)
(246, 273, 46)
(246, 845, 42)
(246, 732, 18)
(246, 846, 15)
(246, 758, 43)
(246, 680, 6)
(247, 528, 14)
(247, 319, 7)
(247, 379, 21)
(247, 272, 44)
(247, 299, 35)
(247, 558, 25)
(248, 911, 21)
(248, 286, 32)
(248, 630, 10)
(248, 790, 38)
(248, 408, 33)
(248, 687, 12)
(248, 377, 31)
(248, 968, 15)
(248, 451, 2)
(248, 810, 10)
(248, 407, 9)
(248, 404, 37)
(248, 266, 40)
(248, 836, 23)
(248, 646, 42)
(248, 298, 7)
(248, 544, 6)
(248, 811, 37)
(248, 458, 50)
(249, 632, 31)
(249, 710, 36)
(249, 968, 18)
(249, 401, 9)
(249, 992, 44)
(249, 663, 37)
(249, 700, 42)
(249, 546, 2)
(249, 610, 39)
(249, 514, 2)
(249, 508, 16)
(249, 774, 6)
(249, 270, 48)
(249, 643, 1)
(250, 412, 22)
(250, 853, 38)
(250, 715, 41)
(250, 752, 19)
(250, 252, 23)
(250, 950, 22)
(250, 859, 41)
(250, 400, 44)
(250, 257, 14)
(250, 549, 32)
(250, 845, 37)
(250, 267, 32)
(250, 584, 45)
(250, 917, 22)
(250, 260, 14)
(250, 986, 12)
(250, 428, 50)
(251, 678, 3)
(251, 267, 38)
(251, 700, 38)
(251, 343, 10)
(251, 260, 13)
(251, 281, 7)
(251, 851, 23)
(251, 480, 1)
(251, 838, 36)
(252, 462, 23)
(252, 554, 48)
(252, 327, 21)
(252, 524, 30)
(252, 984, 39)
(252, 330, 15)
(252, 614, 5)
(252, 489, 45)
(253, 676, 40)
(253, 536, 45)
(253, 652, 32)
(253, 476, 33)
(253, 752, 36)
(253, 308, 5)
(253, 904, 5)
(253, 733, 37)
(253, 538, 17)
(253, 773, 35)
(253, 654, 23)
(253, 482, 11)
(253, 565, 28)
(253, 467, 16)
(253, 960, 9)
(253, 338, 26)
(253, 952, 25)
(253, 515, 30)
(254, 511, 24)
(254, 756, 7)
(254, 444, 36)
(254, 678, 5)
(254, 818, 5)
(254, 847, 30)
(254, 617, 2)
(254, 923, 43)
(254, 930, 1)
(254, 855, 9)
(254, 937, 21)
(255, 328, 43)
(255, 560, 11)
(255, 453, 46)
(255, 539, 29)
(255, 492, 15)
(256, 678, 9)
(256, 697, 21)
(256, 710, 45)
(256, 426, 27)
(256, 421, 22)
(256, 420, 5)
(256, 401, 25)
(256, 722, 16)
(256, 317, 24)
(256, 776, 39)
(256, 833, 31)
(257, 769, 9)
(257, 265, 14)
(257, 851, 28)
(257, 522, 18)
(257, 789, 11)
(257, 555, 23)
(257, 580, 17)
(257, 403, 13)
(257, 259, 5)
(257, 968, 3)
(258, 289, 45)
(258, 700, 34)
(258, 378, 44)
(258, 455, 48)
(258, 943, 35)
(258, 335, 30)
(258, 547, 8)
(258, 760, 8)
(258, 780, 35)
(258, 679, 41)
(258, 341, 15)
(258, 571, 19)
(258, 424, 23)
(259, 343, 20)
(259, 796, 20)
(259, 461, 35)
(259, 916, 34)
(259, 761, 21)
(259, 478, 32)
(259, 585, 19)
(259, 666, 30)
(259, 739, 1)
(259, 315, 5)
(259, 896, 27)
(259, 879, 29)
(259, 694, 9)
(259, 571, 13)
(259, 568, 35)
(260, 537, 38)
(260, 480, 31)
(260, 992, 34)
(260, 934, 17)
(260, 403, 9)
(260, 751, 4)
(260, 589, 12)
(260, 730, 46)
(260, 312, 29)
(260, 860, 25)
(260, 717, 14)
(260, 787, 22)
(260, 731, 29)
(260, 382, 22)
(260, 808, 3)
(260, 283, 31)
(260, 913, 28)
(260, 734, 3)
(261, 604, 1)
(261, 576, 44)
(261, 967, 14)
(261, 673, 46)
(261, 319, 31)
(261, 775, 22)
(261, 435, 24)
(261, 696, 43)
(261, 678, 2)
(261, 607, 38)
(261, 637, 1)
(261, 449, 20)
(261, 363, 16)
(261, 707, 13)
(261, 703, 8)
(261, 589, 27)
(262, 802, 17)
(262, 607, 27)
(262, 729, 11)
(262, 971, 2)
(262, 300, 12)
(262, 735, 26)
(262, 289, 40)
(262, 988, 10)
(262, 529, 30)
(262, 719, 45)
(262, 762, 50)
(262, 984, 18)
(262, 584, 49)
(262, 305, 30)
(262, 448, 46)
(263, 700, 30)
(263, 450, 43)
(263, 286, 36)
(263, 874, 40)
(263, 773, 23)
(263, 681, 8)
(263, 511, 13)
(263, 817, 4)
(263, 378, 17)
(263, 711, 5)
(263, 730, 15)
(263, 802, 7)
(264, 334, 37)
(264, 321, 4)
(264, 969, 11)
(264, 930, 5)
(264, 960, 10)
(264, 788, 16)
(264, 525, 33)
(264, 476, 18)
(264, 891, 18)
(264, 873, 31)
(264, 566, 12)
(264, 281, 17)
(264, 486, 22)
(264, 706, 2)
(264, 624, 14)
(264, 735, 34)
(264, 607, 9)
(264, 586, 21)
(264, 442, 15)
(264, 856, 10)
(264, 272, 26)
(264, 517, 39)
(264, 885, 48)
(264, 433, 38)
(264, 840, 45)
(264, 650, 8)
(264, 955, 3)
(264, 579, 17)
(264, 327, 30)
(264, 716, 20)
(265, 892, 48)
(265, 680, 41)
(265, 700, 12)
(265, 944, 13)
(265, 936, 2)
(265, 760, 33)
(265, 753, 32)
(265, 318, 48)
(265, 675, 10)
(265, 404, 17)
(265, 463, 6)
(265, 604, 11)
(265, 496, 17)
(265, 583, 29)
(265, 873, 39)
(265, 522, 46)
(265, 335, 27)
(265, 757, 20)
(265, 485, 43)
(265, 610, 21)
(265, 571, 32)
(266, 470, 46)
(266, 661, 27)
(266, 933, 6)
(266, 616, 13)
(266, 846, 23)
(266, 450, 45)
(266, 869, 28)
(266, 873, 47)
(266, 798, 29)
(266, 707, 24)
(266, 315, 15)
(266, 302, 4)
(266, 770, 33)
(266, 868, 43)
(266, 685, 48)
(267, 464, 24)
(267, 484, 9)
(267, 675, 50)
(267, 345, 44)
(267, 739, 38)
(267, 953, 13)
(267, 605, 37)
(267, 600, 7)
(267, 571, 32)
(267, 914, 33)
(267, 758, 35)
(267, 354, 33)
(268, 553, 6)
(268, 981, 43)
(268, 295, 31)
(268, 352, 23)
(268, 483, 44)
(268, 845, 30)
(268, 629, 46)
(268, 702, 42)
(268, 826, 26)
(268, 671, 13)
(268, 433, 17)
(268, 341, 4)
(268, 912, 13)
(268, 536, 39)
(268, 337, 25)
(268, 911, 9)
(268, 420, 37)
(268, 974, 11)
(268, 933, 33)
(268, 678, 21)
(269, 299, 50)
(269, 412, 50)
(269, 627, 38)
(269, 477, 44)
(269, 707, 33)
(269, 744, 25)
(269, 470, 30)
(269, 775, 20)
(269, 538, 23)
(269, 541, 26)
(269, 985, 5)
(269, 646, 10)
(269, 823, 30)
(270, 661, 8)
(270, 928, 1)
(270, 836, 13)
(270, 365, 29)
(270, 333, 37)
(270, 476, 47)
(270, 862, 20)
(270, 345, 26)
(270, 871, 1)
(270, 679, 3)
(270, 389, 5)
(270, 634, 1)
(270, 845, 5)
(270, 615, 49)
(270, 298, 21)
(270, 680, 36)
(270, 765, 16)
(271, 331, 35)
(271, 498, 24)
(271, 885, 31)
(271, 950, 1)
(271, 775, 4)
(271, 722, 5)
(271, 900, 31)
(271, 355, 24)
(271, 758, 22)
(271, 570, 44)
(271, 884, 35)
(272, 618, 42)
(272, 386, 8)
(272, 412, 2)
(272, 706, 8)
(272, 689, 42)
(272, 344, 15)
(272, 771, 42)
(272, 530, 50)
(272, 544, 37)
(272, 694, 44)
(272, 383, 43)
(272, 369, 5)
(272, 830, 34)
(272, 631, 36)
(272, 363, 7)
(272, 800, 34)
(272, 613, 10)
(273, 904, 23)
(273, 475, 23)
(273, 527, 31)
(273, 916, 25)
(273, 575, 18)
(273, 498, 10)
(273, 880, 46)
(273, 411, 13)
(273, 425, 1)
(273, 719, 3)
(273, 437, 30)
(273, 503, 36)
(273, 632, 38)
(273, 668, 21)
(274, 744, 2)
(274, 828, 35)
(274, 491, 17)
(274, 536, 39)
(274, 890, 5)
(274, 968, 22)
(274, 416, 3)
(274, 915, 49)
(274, 535, 17)
(274, 902, 13)
(274, 617, 13)
(274, 351, 46)
(274, 668, 49)
(274, 572, 7)
(274, 849, 17)
(275, 566, 31)
(275, 795, 5)
(275, 731, 3)
(275, 543, 38)
(275, 497, 16)
(275, 473, 18)
(275, 657, 17)
(275, 278, 25)
(275, 277, 27)
(275, 864, 26)
(275, 815, 46)
(275, 877, 29)
(275, 892, 5)
(275, 409, 10)
(276, 889, 1)
(276, 280, 13)
(276, 720, 1)
(276, 445, 24)
(276, 327, 10)
(276, 600, 49)
(276, 965, 37)
(276, 749, 8)
(276, 304, 31)
(276, 609, 30)
(276, 771, 15)
(276, 419, 46)
(276, 845, 40)
(276, 904, 28)
(276, 896, 3)
(277, 736, 1)
(277, 522, 13)
(277, 957, 25)
(277, 394, 45)
(277, 820, 16)
(277, 774, 7)
(277, 421, 32)
(277, 359, 19)
(277, 725, 7)
(277, 644, 33)
(277, 329, 28)
(278, 560, 46)
(278, 954, 27)
(278, 545, 19)
(278, 749, 32)
(278, 456, 50)
(278, 553, 23)
(278, 626, 3)
(278, 428, 12)
(278, 810, 33)
(278, 555, 36)
(278, 755, 15)
(278, 939, 37)
(278, 320, 47)
(278, 406, 43)
(279, 812, 25)
(279, 936, 3)
(279, 627, 25)
(279, 420, 35)
(279, 517, 23)
(279, 402, 43)
(279, 618, 41)
(279, 953, 23)
(279, 675, 11)
(279, 759, 32)
(279, 599, 10)
(279, 923, 4)
(279, 831, 25)
(280, 695, 37)
(280, 787, 46)
(280, 830, 31)
(280, 379, 45)
(280, 958, 42)
(280, 672, 24)
(280, 889, 13)
(280, 351, 6)
(280, 471, 13)
(280, 925, 32)
(280, 601, 9)
(280, 972, 3)
(280, 843, 29)
(280, 535, 19)
(281, 398, 24)
(281, 836, 20)
(281, 287, 18)
(281, 872, 48)
(281, 435, 39)
(281, 946, 35)
(281, 463, 6)
(281, 531, 25)
(281, 751, 39)
(281, 804, 20)
(281, 477, 2)
(281, 671, 8)
(281, 518, 25)
(281, 351, 9)
(282, 331, 1)
(282, 710, 30)
(282, 675, 14)
(282, 283, 46)
(282, 547, 28)
(282, 492, 44)
(282, 963, 31)
(282, 297, 28)
(282, 605, 18)
(282, 930, 26)
(282, 799, 14)
(282, 847, 28)
(283, 467, 24)
(283, 623, 42)
(283, 449, 41)
(283, 409, 17)
(283, 682, 8)
(283, 355, 46)
(283, 638, 6)
(283, 873, 26)
(283, 953, 21)
(283, 718, 1)
(283, 471, 18)
(283, 329, 12)
(283, 649, 41)
(284, 449, 48)
(284, 406, 8)
(284, 998, 1)
(284, 883, 13)
(284, 802, 46)
(284, 500, 31)
(284, 954, 44)
(284, 450, 40)
(284, 852, 32)
(284, 876, 5)
(284, 335, 38)
(284, 842, 36)
(285, 413, 17)
(285, 320, 31)
(285, 608, 8)
(285, 297, 24)
(285, 941, 16)
(285, 441, 38)
(285, 999, 33)
(285, 985, 24)
(285, 463, 15)
(285, 531, 44)
(285, 529, 46)
(285, 653, 23)
(285, 482, 37)
(285, 952, 32)
(285, 663, 22)
(285, 449, 17)
(285, 349, 28)
(285, 630, 48)
(285, 743, 12)
(285, 393, 12)
(286, 348, 48)
(286, 781, 48)
(286, 869, 23)
(286, 923, 11)
(286, 789, 45)
(286, 511, 2)
(286, 985, 41)
(286, 832, 29)
(286, 772, 43)
(286, 513, 42)
(286, 831, 39)
(286, 435, 17)
(286, 682, 14)
(286, 864, 44)
(286, 660, 5)
(286, 405, 41)
(286, 331, 9)
(286, 588, 20)
(287, 745, 32)
(287, 492, 20)
(287, 311, 39)
(287, 862, 20)
(287, 630, 13)
(287, 797, 14)
(287, 801, 33)
(287, 360, 32)
(287, 316, 9)
(287, 841, 15)
(287, 898, 2)
(287, 319, 18)
(287, 382, 24)
(287, 919, 31)
(287, 660, 35)
(288, 736, 14)
(288, 396, 43)
(288, 451, 13)
(288, 635, 20)
(288, 533, 33)
(288, 693, 46)
(288, 821, 21)
(288, 609, 14)
(288, 352, 18)
(288, 536, 28)
(289, 986, 24)
(289, 570, 5)
(289, 409, 29)
(289, 937, 33)
(289, 540, 29)
(289, 512, 47)
(289, 380, 47)
(289, 733, 5)
(289, 667, 7)
(289, 800, 26)
(289, 718, 31)
(289, 427, 30)
(289, 382, 6)
(289, 412, 2)
(290, 524, 6)
(290, 447, 44)
(290, 613, 28)
(290, 915, 4)
(290, 445, 32)
(290, 601, 14)
(290, 726, 21)
(290, 359, 12)
(290, 687, 33)
(290, 490, 7)
(290, 988, 50)
(290, 675, 14)
(290, 499, 11)
(290, 373, 31)
(290, 701, 28)
(290, 754, 40)
(290, 321, 20)
(290, 351, 48)
(290, 966, 4)
(291, 925, 14)
(291, 888, 31)
(291, 564, 32)
(291, 639, 24)
(291, 345, 11)
(291, 413, 18)
(291, 736, 5)
(291, 708, 23)
(291, 673, 33)
(291, 311, 24)
(291, 864, 20)
(291, 772, 14)
(291, 623, 28)
(291, 337, 8)
(292, 476, 6)
(292, 336, 46)
(292, 785, 42)
(292, 872, 34)
(292, 455, 23)
(292, 334, 1)
(292, 859, 44)
(292, 333, 46)
(292, 961, 49)
(292, 312, 26)
(292, 338, 45)
(292, 879, 32)
(292, 744, 4)
(292, 528, 48)
(292, 451, 49)
(292, 971, 25)
(292, 929, 3)
(293, 727, 2)
(293, 488, 12)
(293, 898, 27)
(293, 367, 48)
(293, 501, 36)
(293, 593, 11)
(293, 617, 24)
(293, 743, 50)
(293, 382, 47)
(293, 497, 42)
(293, 984, 27)
(293, 317, 24)
(293, 331, 7)
(293, 768, 17)
(293, 697, 50)
(293, 970, 6)
(293, 781, 26)
(294, 901, 40)
(294, 487, 16)
(294, 377, 47)
(294, 412, 33)
(294, 414, 27)
(294, 619, 16)
(294, 669, 16)
(294, 350, 40)
(294, 715, 27)
(294, 591, 35)
(294, 508, 16)
(294, 935, 10)
(294, 405, 12)
(295, 748, 48)
(295, 543, 47)
(295, 571, 31)
(295, 330, 11)
(295, 611, 27)
(295, 721, 43)
(295, 852, 50)
(295, 771, 29)
(295, 989, 34)
(295, 637, 28)
(295, 367, 48)
(295, 870, 11)
(295, 394, 50)
(296, 660, 14)
(296, 732, 13)
(296, 522, 16)
(296, 475, 27)
(296, 946, 3)
(296, 355, 2)
(296, 596, 6)
(296, 839, 3)
(296, 313, 26)
(296, 342, 8)
(296, 431, 37)
(296, 404, 14)
(296, 778, 28)
(297, 420, 10)
(297, 320, 40)
(297, 541, 3)
(297, 481, 4)
(297, 712, 5)
(297, 886, 33)
(297, 484, 44)
(297, 539, 33)
(297, 637, 47)
(297, 850, 35)
(297, 667, 15)
(297, 619, 1)
(297, 923, 24)
(297, 403, 48)
(297, 447, 12)
(297, 579, 9)
(298, 978, 32)
(298, 706, 47)
(298, 942, 22)
(298, 635, 1)
(298, 967, 16)
(298, 857, 15)
(298, 331, 2)
(298, 770, 15)
(298, 899, 36)
(298, 936, 50)
(298, 917, 24)
(299, 935, 9)
(299, 884, 1)
(299, 912, 19)
(299, 739, 35)
(299, 317, 5)
(299, 640, 31)
(299, 388, 39)
(299, 993, 3)
(299, 511, 14)
(299, 381, 11)
(300, 849, 49)
(300, 306, 12)
(300, 941, 46)
(300, 688, 44)
(300, 612, 20)
(300, 907, 47)
(300, 431, 4)
(300, 953, 34)
(300, 940, 37)
(300, 619, 41)
(300, 777, 11)
(300, 935, 42)
(300, 890, 9)
(300, 437, 3)
(301, 613, 35)
(301, 849, 36)
(301, 867, 26)
(301, 423, 14)
(301, 904, 29)
(301, 506, 12)
(301, 356, 6)
(301, 498, 2)
(301, 823, 27)
(301, 383, 1)
(301, 457, 50)
(301, 541, 30)
(301, 767, 6)
(301, 385, 47)
(301, 348, 46)
(301, 733, 9)
(302, 838, 13)
(302, 968, 9)
(302, 909, 30)
(302, 765, 11)
(302, 503, 30)
(302, 718, 41)
(302, 345, 43)
(302, 487, 9)
(302, 768, 36)
(302, 370, 49)
(303, 659, 14)
(303, 733, 32)
(303, 617, 41)
(303, 351, 23)
(303, 569, 25)
(303, 862, 10)
(303, 365, 5)
(303, 633, 16)
(303, 911, 30)
(303, 380, 17)
(303, 332, 26)
(303, 376, 16)
(303, 455, 3)
(303, 972, 23)
(303, 683, 34)
(303, 446, 26)
(303, 996, 39)
(304, 445, 42)
(304, 626, 19)
(304, 733, 9)
(304, 632, 9)
(304, 811, 31)
(304, 825, 49)
(304, 758, 3)
(304, 385, 14)
(304, 403, 37)
(304, 973, 42)
(304, 597, 42)
(305, 733, 24)
(305, 398, 17)
(305, 759, 37)
(305, 314, 7)
(305, 323, 44)
(305, 863, 24)
(305, 697, 15)
(305, 468, 23)
(305, 510, 5)
(305, 374, 45)
(305, 867, 47)
(305, 813, 16)
(305, 646, 16)
(305, 447, 35)
(305, 383, 36)
(305, 611, 34)
(305, 883, 24)
(305, 944, 47)
(306, 550, 42)
(306, 709, 41)
(306, 698, 21)
(306, 717, 21)
(306, 474, 10)
(306, 323, 18)
(306, 934, 4)
(306, 666, 1)
(306, 591, 14)
(306, 470, 50)
(306, 368, 44)
(306, 313, 48)
(307, 887, 6)
(307, 558, 29)
(307, 379, 4)
(307, 905, 9)
(307, 434, 20)
(307, 743, 16)
(307, 736, 38)
(307, 548, 18)
(307, 872, 23)
(307, 923, 27)
(307, 308, 21)
(307, 465, 37)
(307, 891, 26)
(307, 697, 49)
(307, 492, 19)
(308, 927, 33)
(308, 473, 50)
(308, 539, 8)
(308, 412, 11)
(308, 940, 32)
(308, 547, 8)
(308, 514, 18)
(308, 661, 23)
(308, 515, 2)
(308, 476, 8)
(308, 730, 18)
(308, 804, 37)
(308, 341, 1)
(308, 918, 34)
(308, 687, 29)
(308, 698, 15)
(308, 499, 1)
(309, 954, 13)
(309, 857, 32)
(309, 479, 4)
(309, 860, 38)
(309, 904, 11)
(309, 643, 14)
(309, 426, 2)
(309, 963, 11)
(309, 613, 43)
(309, 400, 50)
(309, 895, 50)
(309, 968, 47)
(310, 738, 14)
(310, 715, 8)
(310, 930, 31)
(310, 560, 2)
(310, 748, 42)
(310, 802, 30)
(310, 644, 36)
(310, 948, 47)
(310, 401, 45)
(311, 732, 18)
(311, 763, 33)
(311, 766, 23)
(311, 642, 20)
(311, 789, 25)
(312, 770, 36)
(312, 746, 27)
(312, 650, 47)
(312, 956, 46)
(312, 428, 4)
(312, 775, 11)
(312, 967, 18)
(312, 757, 41)
(312, 836, 7)
(312, 416, 49)
(312, 554, 31)
(312, 702, 20)
(312, 477, 30)
(313, 890, 29)
(313, 632, 1)
(313, 327, 16)
(313, 984, 47)
(313, 895, 24)
(313, 458, 13)
(313, 362, 37)
(313, 740, 42)
(313, 804, 17)
(313, 448, 41)
(314, 626, 4)
(314, 316, 8)
(314, 365, 2)
(314, 942, 6)
(314, 457, 44)
(314, 672, 25)
(314, 917, 31)
(314, 665, 30)
(314, 444, 27)
(314, 902, 38)
(314, 989, 22)
(314, 786, 40)
(314, 494, 8)
(314, 802, 1)
(315, 853, 39)
(315, 561, 2)
(315, 722, 34)
(315, 603, 13)
(315, 833, 14)
(315, 757, 35)
(315, 793, 33)
(316, 797, 36)
(316, 742, 18)
(316, 455, 33)
(316, 493, 47)
(316, 412, 24)
(316, 480, 8)
(316, 586, 38)
(316, 777, 48)
(316, 778, 40)
(316, 451, 41)
(316, 643, 9)
(316, 723, 50)
(316, 767, 39)
(316, 328, 8)
(317, 884, 18)
(317, 796, 3)
(317, 436, 10)
(317, 626, 19)
(317, 652, 42)
(317, 407, 19)
(317, 980, 29)
(317, 783, 25)
(317, 900, 36)
(317, 323, 2)
(317, 830, 7)
(317, 429, 4)
(317, 869, 27)
(318, 942, 46)
(318, 814, 29)
(318, 867, 2)
(318, 990, 12)
(318, 745, 26)
(318, 723, 38)
(318, 697, 9)
(318, 499, 46)
(318, 553, 5)
(318, 446, 2)
(318, 415, 1)
(318, 390, 33)
(318, 907, 19)
(319, 728, 41)
(319, 915, 8)
(319, 798, 19)
(319, 342, 7)
(319, 486, 41)
(319, 453, 9)
(319, 605, 32)
(319, 495, 29)
(319, 449, 44)
(319, 661, 33)
(319, 505, 24)
(320, 426, 39)
(320, 615, 22)
(320, 498, 17)
(320, 835, 20)
(320, 697, 46)
(320, 923, 37)
(320, 365, 32)
(320, 643, 25)
(321, 324, 21)
(321, 801, 23)
(321, 376, 34)
(321, 445, 26)
(321, 719, 29)
(321, 783, 49)
(321, 976, 39)
(321, 849, 1)
(321, 858, 37)
(321, 897, 21)
(321, 454, 7)
(321, 544, 24)
(321, 993, 25)
(321, 482, 1)
(321, 962, 6)
(321, 457, 33)
(322, 552, 18)
(322, 915, 9)
(322, 566, 5)
(322, 494, 11)
(322, 718, 33)
(322, 743, 36)
(322, 943, 14)
(322, 370, 34)
(322, 648, 11)
(322, 790, 12)
(322, 787, 9)
(323, 547, 41)
(323, 940, 47)
(323, 974, 41)
(323, 538, 34)
(323, 586, 44)
(323, 611, 38)
(323, 729, 19)
(323, 487, 27)
(323, 939, 32)
(323, 920, 33)
(323, 943, 34)
(323, 881, 45)
(323, 362, 32)
(324, 664, 21)
(324, 752, 9)
(324, 325, 2)
(324, 542, 17)
(324, 552, 15)
(324, 746, 24)
(324, 750, 38)
(324, 354, 39)
(324, 713, 17)
(324, 595, 13)
(324, 819, 7)
(324, 791, 21)
(324, 807, 13)
(324, 919, 15)
(324, 621, 7)
(324, 952, 10)
(324, 874, 49)
(325, 839, 37)
(325, 490, 15)
(325, 491, 43)
(325, 732, 42)
(325, 787, 31)
(325, 658, 14)
(325, 399, 14)
(325, 930, 5)
(325, 903, 31)
(325, 967, 6)
(325, 667, 22)
(325, 462, 50)
(325, 652, 4)
(325, 347, 48)
(325, 591, 18)
(325, 595, 50)
(326, 970, 21)
(326, 455, 45)
(326, 606, 8)
(326, 947, 35)
(326, 592, 48)
(326, 727, 15)
(326, 728, 20)
(326, 857, 28)
(326, 650, 42)
(326, 337, 37)
(326, 862, 20)
(326, 826, 25)
(326, 497, 11)
(326, 787, 47)
(327, 703, 43)
(327, 944, 6)
(327, 614, 8)
(327, 983, 33)
(327, 750, 49)
(327, 589, 13)
(327, 841, 29)
(327, 958, 22)
(327, 762, 6)
(327, 459, 12)
(327, 850, 22)
(328, 832, 17)
(328, 677, 30)
(328, 442, 24)
(328, 504, 39)
(328, 938, 29)
(328, 830, 42)
(328, 883, 49)
(328, 702, 43)
(328, 485, 18)
(328, 334, 16)
(328, 598, 2)
(328, 660, 44)
(328, 971, 26)
(328, 887, 44)
(328, 771, 41)
(328, 380, 6)
(328, 369, 38)
(329, 735, 30)
(329, 388, 37)
(329, 861, 38)
(329, 583, 15)
(329, 332, 43)
(329, 665, 32)
(329, 998, 44)
(329, 972, 43)
(329, 921, 26)
(329, 503, 32)
(329, 334, 35)
(329, 572, 49)
(329, 615, 25)
(329, 692, 14)
(329, 911, 39)
(329, 619, 27)
(329, 662, 21)
(329, 941, 13)
(329, 626, 5)
(330, 443, 27)
(330, 354, 29)
(330, 475, 13)
(330, 559, 36)
(330, 876, 26)
(330, 827, 11)
(330, 764, 48)
(330, 558, 3)
(330, 541, 26)
(330, 893, 29)
(330, 655, 14)
(330, 927, 19)
(330, 583, 48)
(331, 569, 16)
(331, 384, 37)
(331, 474, 27)
(331, 465, 18)
(331, 515, 22)
(331, 837, 4)
(331, 931, 41)
(331, 718, 27)
(331, 720, 38)
(331, 951, 3)
(331, 497, 9)
(331, 638, 21)
(331, 997, 46)
(331, 785, 17)
(331, 970, 35)
(331, 963, 16)
(331, 609, 43)
(331, 641, 47)
(332, 971, 33)
(332, 837, 15)
(332, 701, 46)
(332, 668, 47)
(332, 799, 46)
(332, 976, 13)
(332, 866, 31)
(332, 823, 14)
(332, 821, 16)
(332, 376, 13)
(333, 669, 1)
(333, 568, 15)
(333, 938, 18)
(333, 404, 24)
(333, 887, 44)
(333, 500, 19)
(333, 586, 10)
(333, 443, 2)
(333, 746, 4)
(333, 823, 44)
(333, 474, 26)
(333, 819, 7)
(333, 579, 4)
(333, 548, 46)
(333, 396, 13)
(333, 459, 6)
(333, 651, 35)
(334, 523, 3)
(334, 429, 31)
(334, 347, 17)
(334, 635, 49)
(334, 511, 18)
(334, 421, 24)
(334, 353, 6)
(334, 945, 15)
(334, 524, 34)
(334, 909, 39)
(334, 606, 41)
(334, 971, 2)
(334, 368, 34)
(334, 367, 25)
(334, 419, 24)
(334, 721, 12)
(334, 897, 46)
(334, 663, 35)
(335, 429, 50)
(335, 676, 22)
(335, 749, 3)
(335, 757, 35)
(335, 695, 28)
(335, 824, 17)
(335, 534, 14)
(335, 690, 15)
(335, 867, 41)
(336, 697, 16)
(336, 812, 6)
(336, 899, 6)
(336, 909, 32)
(336, 391, 4)
(336, 739, 40)
(336, 782, 15)
(336, 396, 50)
(336, 743, 27)
(336, 628, 18)
(337, 551, 5)
(337, 667, 41)
(337, 777, 4)
(337, 978, 5)
(337, 542, 27)
(337, 995, 31)
(337, 723, 41)
(337, 810, 44)
(337, 868, 46)
(337, 821, 19)
(337, 766, 22)
(337, 373, 9)
(338, 544, 50)
(338, 615, 8)
(338, 443, 5)
(338, 465, 14)
(338, 721, 21)
(338, 909, 11)
(338, 439, 22)
(338, 819, 14)
(338, 429, 5)
(338, 583, 44)
(338, 936, 18)
(338, 568, 24)
(338, 946, 14)
(338, 643, 26)
(338, 656, 30)
(339, 348, 1)
(339, 890, 21)
(339, 504, 22)
(339, 657, 48)
(339, 838, 47)
(339, 490, 28)
(339, 493, 3)
(339, 396, 1)
(339, 588, 13)
(339, 894, 13)
(339, 897, 26)
(339, 470, 29)
(339, 805, 16)
(339, 875, 1)
(339, 826, 39)
(339, 775, 43)
(339, 401, 6)
(339, 758, 44)
(339, 686, 8)
(339, 811, 37)
(339, 979, 42)
(340, 822, 34)
(340, 515, 5)
(340, 440, 42)
(340, 830, 35)
(340, 495, 9)
(340, 484, 32)
(340, 773, 32)
(340, 654, 24)
(340, 538, 26)
(340, 584, 16)
(341, 488, 42)
(341, 748, 25)
(341, 825, 37)
(341, 407, 2)
(341, 908, 7)
(341, 530, 45)
(341, 759, 41)
(341, 639, 19)
(341, 987, 46)
(341, 973, 2)
(341, 491, 7)
(341, 543, 27)
(342, 401, 50)
(342, 471, 12)
(342, 748, 24)
(342, 798, 42)
(342, 862, 29)
